name,category,text,image_path
محمدرضا علیمردانی,art_music,محمدرضا علیمردانی، متولد 21 خرداد 1359 در تهران، صداپیشه و خواننده است. او با مجموعه‌هایی مانند «پایتخت 4» (1394)، «جوکر» (1400) و انیمیشن‌هایی چون «دیرین دیرین» (1394) فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/محمدرضا_علیمردانی_261_0.jpg
مازیار فلاحی,art_music,مازیار فلاحی، متولد 26 مهر 1353 در تهران، خواننده، آهنگساز و ترانه‌سرا ایرانی است که از سال 1386 فعالیت خود را آغاز کرد. او آلبوم‌های «قلب یخی» (1387)، «لعنت به من» (1390)، «ماه هفتم» (1393)، «یادم تو را فراموش» (1396) و «عکس زمستونی» (1400) منتشر کرد. فلاحی برای تیتراژ سریال‌هایی مانند «قلب یخی» (1389)، «دختران حوا» (1391) و «یلدا» (1391) و فیلم‌هایی مانند «یادم تو را فراموش» (1395) آهنگ اجرا کرد.,/content/drive/MyDrive/project/images/art_music_images/0_511_مازیار فلاحی.jpg
سپیده رئیس‌سادات,art_music,سپیده رئیس‌سادات، متولد آبان 1359 در تهران، خواننده و نوازنده سه‌تار است. او با آلبوم‌هایی چون «کنج صبوری» (1379)، «خنیاگر» (1384) و همکاری با یونسکو و بی‌بی‌سی شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/سپیده_رئیس‌سادات_263_0.jpg
مریم ابراهیم‌پور,art_music,مریم ابراهیم‌پور، متولد 11 جوزا 1347 در تهران، نوازنده ویولن و قیچک، خواننده موسیقی سنتی ایرانی، و مدرس ویلن و سلفژ است. او در آلبوم‌هایی مانند «ئه وراد»، «کامکارها و خیام»، «آفتاب می‌شود»، و «نیشتمان» مشارکت داشته است.,/content/drive/MyDrive/project/images/art_music_images/مریم_ابراهیم‌پور_264_0.jpg
روزبه بمانی,art_music,روزبه بمانی، متولد 7 قوس 1358 در تهران، شاعر، ترانه‌سرا، خواننده و بازیگر ایرانی است که از دهه 1370 فعالیت دارد. او آلبوم‌هایی مانند «کجا باید برم» در سال 1397، «شهر دیوونه» در سال 1397، و تک‌آهنگ‌هایی مانند «حکم» و «صد سال تنهایی» در سال 1403 منتشر کرده و کتاب شعر «دنیای این روزای من» را در سال 1395 به چاپ رسانده است. بمانی در فیلم «ربوده‌شده» در سال 1394 و نمایش «کسی نیست همه داستان‌ها را به یاد آورد» در سال 1393 بازی کرده است.,/content/drive/MyDrive/project/images/art_music_images/روزبه_بمانی_265_0.jpg
کامران و هومن,art_music,کامران و هومن، متولد 4 قوس 1357 در تهران، خواننده، آهنگساز و ترانه‌سرای ایرانی هستند که از سال 1378 فعالیت دارند. آن‌ها آلبوم‌هایی مانند «بیست» در سال 1384، «یادگاری» در سال 1388، و تک‌آهنگ‌هایی مانند «دارم دیوونه می‌شم» و «می‌خوامت» منتشر کرده‌اند. این دو برادر در سال‌های 1394 و 1396 جوایز بهترین خواننده‌های دو نفره و بهترین اجرای دو نفره بین‌المللی را از Big Apple Music Awards دریافت کردند.,/content/drive/MyDrive/project/images/art_music_images/کامران_و_هومن_266_0.jpg
شمسی اشتری,art_music,شمسی اشتری، معروف به نلی، متولد ثور 1332 در تهران، خواننده ایرانی بود که در دهه 1350 فعالیت داشت. او تک‌آهنگ‌هایی مانند «پرنده زرین‌پر»، «سرنوشت یک عشق» در سال 1349، «سایه‌ها» و «عروسک شکسته» در سال 1351 منتشر کرد.,/content/drive/MyDrive/project/images/art_music_images/شمسی_اشتری_267_0.jpg
مجتبی عسگری,art_music,مجتبی عسگری، متولد 28 جوزا 1357 در اصفهان، خواننده و مدرس موسیقی سنتی ایرانی است که از سال 1378 فعالیت دارد. او آلبوم‌هایی مانند «همنشین دیرینه» در سال 1380، «سرو خرامان» در سال 1391، و «هزار آوا» در سال 1402 منتشر کرده و در سال 2013 مقام اول آواز جشنواره بین‌المللی موقام را کسب کرد.,/content/drive/MyDrive/project/images/art_music_images/مجتبی_عسگری_268_0.jpg
نارملا,art_music,نارملا، متولد 1300 در تهران، خواننده و بازیگر ایرانی بود که در دهه 1340 فعالیت داشت. او در فیلم‌هایی مانند «دختری فریاد می‌کشد» و «یک‌قدم تا مرگ» در سال 1340، «قربانی هوس» در سال 1342، و ترانه‌هایی مانند «با من کازا چوک برقص» و «درد و بلات به جونم» نقش‌آفرینی و اجرا کرد. نارملا در 16 عقرب 1344 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/نارملا_269_0.jpg
اسماعیل ادیب خوانساری,art_music,اسماعیل ادیب خوانساری، متولد 1280 در خوانسار، خواننده، موسیقی‌دان و مدرس آواز ایرانی بود که در دهه‌های 1300 و 1310 فعالیت داشت. او آوازهای محلی بختیاری مانند «شلیل» و «خون دل» و آلبوم‌هایی مانند «آوازهای بیات ترک» و «آوازهای شور» در سال 1388 اجرا کرد. خوانساری در سال 1319 به رادیو تهران دعوت شد و در سال 1353 در تالار رودکی مورد تجلیل قرار گرفت. او در 6 حمل 1361 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/اسماعیل_ادیب_خوانساری_270_0.jpg
رضا صادقی,art_music,رضا صادقی، معروف به مشکی پوش، متولد 25 اسد 1358 در بندرعباس، خواننده، آهنگساز، ترانه‌سرا و تنظیم‌کننده ایرانی است که از دهه 1370 فعالیت دارد. او آلبوم‌هایی مانند «مشکی رنگ عشقه» در سال 1382، «فقط گوش کن» در سال 1393، و «زندگی کن» در سال 1397 منتشر کرده و در سریال «یاغی» و فیلم «بی خداحافظی» بازی کرد. صادقی در سال 1399 برنامه نوروزی پرحاشیه‌ای در شبکه پنج اجرا کرد.,/content/drive/MyDrive/project/images/art_music_images/رضا_صادقی_271_0.jpg
نگار بوبان,art_music,نگار بوبان، متولد 1352 در تهران، نوازنده عود، آهنگساز و استادیار دانشگاه است. او آلبوم‌هایی مانند «پیاپی» در سال 1387، «داستانی نه تازه» در سال 1395، و «خطوط بی‌مکان» در سال 1399 منتشر کرده و کتاب‌هایی مانند «زیر و بم عود» در سال 1396 و «عبدالقادر مراغه‌ای» در سال 1389 به چاپ رسانده است. بوبان از سال 1372 با گروه سماعی فعالیت هنری خود را آغاز کرد.,/content/drive/MyDrive/project/images/art_music_images/نگار_بوبان_272_0.jpg
پویا کلاهی,art_music,پویا کلاهی، متولد 17 تیر 1365 در تهران، خواننده و آهنگساز است. او با آلبوم «طاووس پربسته» (1397) و تک‌آهنگ‌هایی مانند «تهران برفی» و تندیس باربد جشنواره فجر (1399) شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/پویا_کلاهی_273_0.jpg
سیروان خسروی,art_music,سیروان خسروی، متولد 4 مرداد 1361 در تهران، خواننده و آهنگساز است. او با آلبوم‌هایی مانند «تو خیال کردی بری» (1388)، «آنپلاگد» (1395) و تک‌آهنگ‌هایی چون «دوست دارم زندگی رو» شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/سیروان_خسروی_274_0.jpg
مهدی یراحی,art_music,مهدی یراحی، متولد 23 آبان 1360 در اهواز، خواننده، آهنگساز و ترانه‌سرا ایرانی است که از سال 1389 فعالیت خود را آغاز کرد. او آلبوم‌های «منو رها کن» (1389)، «امپراطور» (1392)، «مثل مجسمه» (1394)، «آینه قدی» (1396) و «سه‌گانه اجتماعی» (1398) منتشر کرد. یراحی برای تیتراژ سریال‌هایی مانند «ممنوعه» (1397) و «عاشقانه» (1395) و فیلم «بیست و یک روز بعد» (1395) آهنگ اجرا کرد و به دلیل مضامین اجتماعی در آثارش مورد توجه قرار گرفت.,/content/drive/MyDrive/project/images/art_music_images/مهدی_یراحی_275_0.jpg
زانیار خسروی,art_music,زانیار خسروی، متولد 2 اردیبهشت 1364 در تهران، خواننده، آهنگساز و تنظیم‌کننده ایرانی است که از سال 1388 فعالیت خود را آغاز کرد. او آلبوم‌های «28» (1392)، «آدما گاهی» (1396) و تک‌آهنگ‌هایی مانند «ریسک»، «بدون تو»، «هی تو»، «چشمات»، «یکی بود یکی نبود» و «می‌خوام که باشی» منتشر کرد. خسروی برای تیتراژ سریال «قلب یخی» (1390) آهنگ اجرا کرد و به دلیل سبک مدرن پاپ و اجراهای پرانرژی‌اش شناخته شد.,/content/drive/MyDrive/project/images/art_music_images/0_510_زانیار خسروی.jpg
همایون شجریان,art_music,همایون شجریان، متولد 31 اردیبهشت 1354 در تهران، خواننده موسیقی سنتی است. او با آلبوم‌هایی چون «نسیم وصل» (1382)، «ایران من» (1398) و همکاری با پدرش محمدرضا شجریان فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/همایون_شجریان_277_0.jpg
علیرضا قربانی,art_music,علیرضا قربانی، متولد 15 بهمن 1351 در تهران، خواننده موسیقی سنتی است. او با آلبوم‌هایی مانند «رسوای زمانه» (1384)، «دخت پری‌وار» (1395) و اجراهای بین‌المللی شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/علیرضا_قربانی_278_0.jpg
امین‌الله رشیدی,art_music,امین‌الله رشیدی، متولد 3 اردیبهشت 1304 در کاشان، خواننده و آهنگساز بود. او با آلبوم‌هایی مانند «عطر گیسو» و کتاب «اوازهای ایرانی» فعالیت کرد و در 3 آبان 1403 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/امین‌الله_رشیدی_279_0.jpg
ژاکلین دردریان,art_music,ژاکلین دردریان، متولد 1331 در تهران، خواننده و ترانه‌سرا است. او با آلبوم‌هایی مانند «آشتی»، «شکوفه‌های ایران» و تک‌آهنگ‌هایی چون «ما همه ایرونی هستیم» فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/ژاکلین_دردریان_280_0.jpg
فرح‌دخت عباس خاقانی,art_music,فرح‌دخت عباس خاقانی، معروف به پوران، متولد 15 دلو 1312 در تهران، خواننده و بازیگر ایرانی بود که در دهه‌های 1330 تا 1350 فعالیت داشت. او در فیلم‌هایی مانند «عمو نوروز» در سال 1340، «طلای سفید» و «لاله آتشین» در سال 1341، و «بی‌قرار» در سال 1352 نقش‌آفرینی کرد. پوران در 12 میزان 1369 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/فرح‌دخت_عباس_خاقانی_281_0.jpg
محسن یگانه,art_music,محسن یگانه، متولد 23 اردیبهشت 1364 در گنبدکاووس، خواننده، آهنگساز و ترانه‌سرا ایرانی است که از سال 1384 فعالیت خود را آغاز کرد. او آلبوم‌های «نفس‌های بی‌هدف» (1384)، «رگ خواب» (1387)، «حباب» (1391)، «نگاه من» (1394) و «جهان دیوانه دیوانه» (1400) منتشر کرد. یگانه برای تیتراژ سریال‌هایی مانند «قلب یخی» (1389) و «آسپرین» (1395) آهنگ اجرا کرد و به دلیل ترانه‌های عاشقانه و اجتماعی‌اش محبوبیت زیادی کسب کرد.,/content/drive/MyDrive/project/images/art_music_images/محسن_یگانه_282_0.jpg
جمال وفایی,art_music,جمال وفایی، متولد 27 خرداد 1319 در تهران، خواننده و هنرپیشه است. او با آلبوم‌هایی مانند «طوطی» و ترانه‌هایی چون «خاتون» (1356) و فیلم‌هایی مانند «پرستوهای عاشق» (1356) شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/جمال_وفایی_283_0.jpg
اسفندیار قره‌باغی,art_music,اسفندیار قره‌باغی، متولد 12 دی 1322 در تبریز، خواننده و آهنگساز بود. او با سرودهایی چون «ای ایران» (1350) و «آمریکا، آمریکا» و سمفونی‌هایی مانند «خلیج‌فارس» شناخته شد و در 17 آذر 1401 درگذشت.,/content/drive/MyDrive/project/images/art_music_images/اسفندیار_قره‌باغی_284_0.jpg
مهرداد کاظمی,art_music,مهرداد کاظمی، متولد 1330 در تهران، آهنگساز و خواننده است. او با آلبوم‌هایی مانند «ساربان» (1366)، «بهاران» و دریافت دکترای افتخاری ارزشیابی هنری فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/مهرداد_کاظمی_285_0.jpg
بهنام بانی,art_music,بهنام بانی، متولد 11 مهر 1366 در دامغان، خواننده ایرانی است که از سال 1394 فعالیت خود را آغاز کرد. او آلبوم «عاشقم کرده» (1396) و تک‌آهنگ‌هایی مانند «من عاشقت شدم»، «علاقه خاص»، «بسمه»، «قرص قمر»، «اخماتو وا کن»، «تویی انتخابم» و «ایران» منتشر کرد. بانی برای تیتراژ برنامه‌هایی مانند «ماه‌عسل» (1396) و سریال «پاهای بی‌قرار» (1397) آهنگ اجرا کرد و به دلیل اجراهای پرانرژی‌اش شناخته شد.,/content/drive/MyDrive/project/images/art_music_images/بهنام_بانی_286_0.jpg
پیام صالحی,art_music,پیام صالحی، متولد 1 دی 1353 در تهران، خواننده و گیتاریست است. او با آلبوم‌هایی مانند «گل آفتابگردون» (1379)، «حس» (1388) و فعالیت در گروه آریان شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/پیام_صالحی_287_0.jpg
نازی افشار,art_music,نازی افشار، متولد 1330 در آبادان، خواننده است. او با آلبوم‌هایی مانند «صدام کن» (1367)، «هم خونه» (1374) و اجراهای متعدد در سبک پاپ فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/نازی_افشار_288_0.jpg
علی یاسینی,art_music,علی یاسینی، متولد 13 آذر 1375 در تهران، خواننده پاپ است. او با تک‌آهنگ‌هایی مانند «نترس» (1397)، «برمودا» (1400) و اجراهای پرطرفدار فعالیت دارد.,/content/drive/MyDrive/project/images/art_music_images/علی_یاسینی_289_0.jpg
لیلا فروهر,art_music,لیلا فروهر، متولد 4 اسفند 1337 در اصفهان، خواننده و بازیگر است. او با آلبوم‌هایی مانند «جونی جونم» (1379)، «از قلب من» (1391) و فیلم‌هایی چون «سلطان قلب‌ها» (1347) شناخته می‌شود.,/content/drive/MyDrive/project/images/art_music_images/0_435_لیلا فروهر.jpg
منوچهر طاهرزاده,art_music,منوچهر طاهرزاده، متولد 22 دی 1331 در کرمانشاه، آهنگساز و خواننده بود. او با آلبوم‌هایی مانند «بیدلان» (1372)، «آخرین برگ» (1377) شناخته شد و در 23 آذر 1382 درگذشت.,/content/drive/MyDrive/project/images/art_music_images/منوچهر_طاهرزاده_291_0.jpg
پرویز طاهری,art_music,پرویز طاهری، متولد 1331 در آبادان، خواننده و آهنگساز است. او با تک‌آهنگ‌هایی مانند «قاصدک»، «عشق به سامان آمد» (1363) و «مادر» در سبک پاپ و سنتی فعالیت کرده است.,/content/drive/MyDrive/project/images/art_music_images/پرویز_طاهری_292_0.jpg
مهرداد آسمانی,art_music,مهرداد آسمانی، متولد 25 ثور 1346 در تهران، خواننده و آهنگساز ایرانی است که از سال 1371 فعالیت دارد. او آلبوم‌هایی مانند «صدای خورشید» در سال 1373، «خاتون» در سال 1376، «شب سپید» در سال 1387، و «نبض گل» در سال 1394 و تک‌آهنگ‌هایی مانند «یار شیرین» در سال 1396 و «رنگ عشق» در سال 1397 منتشر کرده است.,/content/drive/MyDrive/project/images/art_music_images/مهرداد_آسمانی_293_0.jpg
عبدالوهاب شهیدی,art_music,عبدالوهاب شهیدی، متولد 10 میزان 1301 در میمه، موسیقی‌دان، خواننده، آهنگساز، مدرس آواز و نوازنده عود ایرانی بود که در دهه‌های 1320 تا 1350 فعالیت داشت. او آلبوم‌هایی مانند «نگاه گرم تو»، «بی تو به سر نمی‌شود» در سال 1393، و «آثار استاد روح‌الله خالقی» در سال 1383 منتشر کرد و در برنامه رادیویی گل‌ها از سال 1339 تا 1357 همکاری داشت. شهیدی در جشن هنر شیراز شرکت کرد و در سال 1389 در یازدهمین جشن خانه موسیقی مورد تجلیل قرار گرفت. او در 20 ثور 1400 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/عبدالوهاب_شهیدی_294_0.jpg
ماهان بهرام‌خان,art_music,ماهان بهرام‌خان، متولد 20 عقرب 1366 در بابل، خواننده، آهنگساز، تنظیم‌کننده و مهندس برق ایرانی است که در دهه‌های 1380 و 1390 فعالیت دارد. او آلبوم‌هایی مانند «خاطرات مرده» در سال 1384، «من هنوز …» در سال 1387، و «01:11» در سال 1393 و تک‌آهنگ‌هایی مانند «گل‌های باغچه» در سال 1390 و «ستاره دنباله‌دار» در سال 1401 منتشر کرده است. بهرام‌خان اولین کنسرت رسمی خود را در سال 1394 در تهران برگزار کرد.,/content/drive/MyDrive/project/images/art_music_images/ماهان_بهرام‌خان_295_0.png
زدبازی,art_music,زدبازی، گروه موسیقی رپ ایرانی از تهران، از سال 1381 فعالیت خود را آغاز کرد و در دهه‌های 1380 و 1390 فعال بود. آن‌ها آلبوم «زاخارنامه» در سال 1391 و تک‌آهنگ‌هایی مانند «تابستون کوتاهه» در سال 1386، «تهران مال منه» در سال 1391، و «تهران می‌بینمت» در سال 1401 منتشر کردند. گروه در سال 1393 به دو بخش تقسیم شد و در سال 1398 با انتشار آهنگ‌های «یخ» و «بچه محل» بازگشت.,/content/drive/MyDrive/project/images/art_music_images/زدبازی_296_0.jpg
افسر شهیدی,art_music,افسر شهیدی، متولد 19 حمل 1323 در کازرون، خواننده ایرانی است که در دهه 1350 فعالیت داشت. او آلبوم‌هایی مانند «آتش کده عشق»، «جدایی»، «مرثیه وطن»، و «پرواز» منتشر کرد.,/content/drive/MyDrive/project/images/art_music_images/افسر_شهیدی_297_0.jpg
حسن گل‌نراقی,art_music,حسن گل‌نراقی، متولد 1300 در تهران، خواننده ایرانی بود. او تک‌آهنگ معروف «مرا ببوس» را اجرا کرد و در سال 1372 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/0_914_حسن گل‌نراقی.jpg
شهناز تهرانی,art_music,شهناز تهرانی، متولد 1 جدی 1333 در تهران، بازیگر، گوینده، مجری رادیویی، خواننده و رقصنده ایرانی است که از سال 1345 فعالیت دارد. او در فیلم‌هایی مانند «صمد و قالیچه حضرت سلیمان» در سال 1350، «جوجه فکلی» در سال 1353، «دشنه» در سال 1355، و سریال‌هایی مانند «بی‌صدا فریاد کن» در سال 1386 و «ممنوعه» در سال 1397 نقش‌آفرینی کرد. تهرانی همچنین تک‌آهنگ‌هایی مانند «عاشقونه» در سال 1397 و «مهربونی» منتشر کرده است.,/content/drive/MyDrive/project/images/art_music_images/0_276_شهناز تهرانی.jpg
شهیار قنبری,art_music,شهیار قنبری، متولد 6 اسد 1329 در تهران، شاعر، ترانه‌سرا، آهنگساز، خواننده، نمایشنامه‌نویس، فیلمساز، روزنامه‌نگار، مجری و برنامه‌ساز رادیو و تلویزیون ایرانی است که در دوره معاصر فعالیت دارد. او ترانه‌هایی مانند «دیگه اشکم واسه من ناز می‌کنه»، «بوی خوب گندم» و «جمعه» سروده و آلبوم‌هایی مانند «سفرنامه» در سال 1373، «برهنگی» در سال 1377، و «سینه م» در سال 1400 منتشر کرده است. قنبری همچنین کتاب‌هایی مانند «دریا در من» و «پای گوش ماهی‌ها» در سال‌های 1396 و 1403 منتشر کرده و فیلم‌هایی مانند «شام آخر» در سال 1355 ساخته است.,/content/drive/MyDrive/project/images/art_music_images/0_526_شهیار قنبری.jpg
گل‌اندام طاهرخانی,art_music,گل‌اندام طاهرخانی، معروف به سوسن، متولد 1 حمل 1319 در قصر شیرین، خواننده و نیکوکار ایرانی بود که در دهه‌های 1340 و 1350 فعالیت داشت. او ترانه‌هایی مانند «دوست دارم می‌دونی»، «عروس خانوم»، «زوار» و «راز دل» در سال 1367 اجرا کرد. سوسن در 13 ثور 1383 بر اثر ایست قلبی در لس‌آنجلس درگذشت.,/content/drive/MyDrive/project/images/art_music_images/گل‌اندام_طاهرخانی_301_0.jpg
سیدحسین طاهرزاده,art_music,سیدحسین طاهرزاده، متولد 1261 در تویسرکان، خواننده ایرانی بود. او در 12 قوس 1334 در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/سیدحسین_طاهرزاده_302_0.jpg
نسرین کیوان‌فر,art_music,نسرین کیوان‌فر، معروف به نسرین، متولد 28 جدی 1328 در تهران، خواننده ایرانی است که در دهه 1350 فعالیت داشت. او تک‌آهنگ‌هایی مانند «مگه نه» در سال 1351، «تک درخت» و «تو اونجا و من اینجا» در سال 1352، و «چه حاصل» در سال 1356 منتشر کرد. نسرین در سال 1403 مهمان ویژه‌برنامه نوبهار صدای آمریکا بود.,/content/drive/MyDrive/project/images/art_music_images/نسرین_کیوان‌فر_303_0.jpg
شهبال شب‌پره,art_music,شهبال شب‌پره، معروف به پدر پاپ ایران، متولد 11 عقرب 1319 در تهران، خواننده، آهنگساز، ترانه‌سرا و نوازنده ایرانی است که از دهه 1340 فعالیت دارد. او آلبوم‌هایی مانند «پاپ فادر» و «سیندرلا» منتشر کرده است.,/content/drive/MyDrive/project/images/art_music_images/شهبال_شب‌پره_304_0.jpg
ناصر عبداللهی,art_music,ناصر عبداللهی، متولد 10 جدی 1349 در بندرعباس، خواننده، آهنگساز، تنظیم‌کننده، نوازنده و ترانه‌سرای ایرانی بود که در دهه‌های 1370 و 1380 فعالیت داشت. او آلبوم‌هایی مانند «عشق است» در سال 1378، «بوی شرجی» در سال 1381، و «ماندگار» در سال 1385 منتشر کرد. عبداللهی در 29 قوس 1385 بر اثر مرگ مغزی در تهران درگذشت.,/content/drive/MyDrive/project/images/art_music_images/ناصر_عبداللهی_305_0.jpg
نازنین افشین جم,art_music,نازنین افشین جم، متولد 22 حمل 1358 در تهران، خواننده، ترانه‌سرا، آهنگساز، فعال حقوق بشر، مدل و بازیگر ایرانی است. او آلبوم «یک‌روزی» در سال 1386 و کتاب «داستان دو نازنین» در سال 1391 منتشر کرد. افشین جم در سال 1382 عنوان میس ورلد کانادا و مقام دوم دوشیزه دنیا را کسب کرد.,/content/drive/MyDrive/project/images/art_music_images/نازنین_افشین_جم_306_0.jpg
شادمهر عقیلی,art_music,شادمهر عقیلی، متولد 7 قوس 1351 در تهران، خواننده، آهنگساز، تنظیم‌کننده، نوازنده، ترانه‌سرا، تهیه‌کننده موسیقی و بازیگر ایرانی است که از دهه 1370 فعالیت دارد. او آلبوم‌هایی مانند «بهار من» در سال 1376، «دهاتی» در سال 1378، «تقدیر» در سال 1388، و «تصویر» در سال 1396 منتشر کرد و در فیلم‌هایی مانند «پر پرواز» در سال 1379 و «شب برهنه» در سال 1380 بازی کرد.,/content/drive/MyDrive/project/images/art_music_images/0_350_شادمهر عقیلی.jpg
سحر مقدس,art_music,سحر مقدس، معروف به سحر، متولد 13 قوس 1364 در تهران، خواننده ایرانی است که در دهه‌های 1390 و 1400 فعالیت دارد. او آلبوم «الماس» در سال 1400 و تک‌آهنگ‌هایی مانند «تو نباشی» در سال 1390، «مغرور» در سال 1391، و «تک ستاره» در سال 1403 منتشر کرده است.,/content/drive/MyDrive/project/images/art_music_images/سحر_مقدس_308_0.jpg
سعید محمدی,art_music,سعید محمدی، متولد 11 فروردین 1337 در تهران، خواننده، آهنگ‌ساز، ترانه‌سرا و نوازنده گیتار ایرانی است که از سال 1360 فعالیت خود را آغاز کرد. او آلبوم‌هایی مانند «چراغ جادو» (1373)، «آفتاب مهتاب» (1375)، «چشم به راه» (1379)، «آسمون آبی» (1381)، «پرسپولیس» (1381)، «برنده» (اردیبهشت 1385)، «دوستان» (1387) و «همیشه دیر» (1391) منتشر کرد.,/content/drive/MyDrive/project/images/art_music_images/سعید_محمدی_309_0.png
حمید حامی,art_music,حمید حامی، متولد 14 خرداد 1355 در تهران، خواننده ایرانی است که از دهه 1370 فعالیت خود را آغاز کرد. او آلبوم‌هایی مانند «قبیله عشق» (1378)، «حامی» (1380)، «سام و نرگس» (1381)، «دو نیمه‌ی رویا» (1382)، «بوی خوب گندم» (1382)، «سمفونی ایثار» (1385)، «سمفونی پیامبر» (1386)، «فقط نگاه می‌کنم» (1386)، «آخدا» (1389)، «یک‌لحظه عاشق شو» (1392)، «نارنج و ترنج» (1400) و «شک» (1403) منتشر کرد. حامی در سال 1382 به عنوان ترانه‌خوان برگزیده در جشنواره «اشاره‌های آسمان، ترانه‌های زمین» انتخاب شد، در سال 1391 در همایش ملی نخبگان، اندیشمندان و فرهیختگان هنر ایران به عنوان نخبه برگزیده معرفی شد و در مهر 1393 برای آلبوم «یک‌لحظه عاشق شو» جایزه آلبوم موسیقی پاپ برگزیده سال را از دومین جشن سالانه «موسیقی ما» دریافت کرد.,/content/drive/MyDrive/project/images/art_music_images/حمید_حامی_310_0.jpg
سیمین غانم,art_music,سیمین غانم، متولد 3 فروردین 1323 در تنکابن، خواننده ایرانی است که از سال 1347 فعالیت خود را آغاز کرد. او ترانه‌هایی مانند «موج خروشان» (1347)، «خداحافظ» (1350)، «اسیر دل» (1350)، «پرنده» (1352)، «هم‌نفس» (1352)، «قلک چشات» (1352)، «جاده برفی» (1352)، «لانه مور» (1352)، «ای گل من» (1355)، «آمد نوبهار» (1355)، «به کنارم بنشین» (1355)، «آب روان» (1355)، «چه صبوره دل من» (1355)، «از تو تنها شدم (گل گلدون من)» (1355)، «نقطه پایان غم» (1356)، «ماتم» (1357)، «ستاره سحر» (1357)، «بسوزان» (1357)، «آهنگم» (1357)، «آسمون از تو دلخورم» (1357)، «گل‌های اطلسی» (1357)، «آشفته» (1357)، «بزم» (1357)، «سیب» (1378)، «آتش» (1378)، «مرد من» (1378)، «رها شدم» (1378)، «غم تنهایی» (1378)، «رقص باران»، «رها شده»، «عشق زود گذر»، «غم هستی»، «ساقی»، «آواز»، «ابر پاییز»، «ارمغان بهار»، «انتظار»، «سکوت آینه»، «صدایم کن»، «مرا رها کن (پریشان)»، «پرواز»، «آمد بهار»، «بی‌قرار»، «چه بخواهی چه نخواهی» و «با تو خوشم» اجرا کرد.,/content/drive/MyDrive/project/images/art_music_images/سیمین_غانم_311_0.jpg
اعظم علی,art_music,اعظم علی، متولد 20 مهر 1349 در تهران، نوازنده و خواننده ایرانی است که از دهه 1370 فعالیت خود را آغاز کرد.,/content/drive/MyDrive/project/images/art_music_images/اعظم_علی_312_0.jpg
محمد علیزاده,art_music,محمد علیزاده، متولد 23 دی 1360 در کرج، خواننده، ترانه‌سرا، آهنگساز و مجری ایرانی است که در دهه‌های 1380 و 1390 فعالیت کرد. او آلبوم‌های «همخونه» (1387)، «سورپرایز» (آذر 1391)، «دلت با منه» (آذر 1391) و «گفتم نرو» (26 دی 1395) و تک‌آهنگ‌هایی مانند «دلتنگی»، «گل»، «لطفا»، «تاج سر»، «گاندو (تیتراژ سریال گاندو 2)»، «خنده‌هاتو قربون»، «بارون نم‌نم»، «برگردی ای کاش»، «گلودرد»، «یارم باش»، «خاطرت تخت»، «زندگی»، «تو بری بارون»، «ماه‌عسل 96»، «عشقم این روزا»، «برادر 2 (تیتراژ میانی)»، «دستان مرا بگیر»، «برادر (تیتراژ سریال برادر)»، «خستم (با میثم ابراهیمی)»، «کجا میری» (29 شهریور 1394)، «همینه که هست»، «زخم»، «میشه نگام کنی»، «اشتباه»، «فکرشم نکن»، «حس آرامش»، «هواتو کردم»، «با اینکه تنهایی»، «شهر عشق»، «عشق فوق‌العاده»، «سلام (با فریدون آسرایی)»، «صبحی دیگر»، «خاک شیران»، «تو حس عاشق شدنی»، «شهر باران»، «سراب»، «حالمو زیبا کن»، «نگو نمی‌رسم» و «فصل بهار (اجرای مشترک)» منتشر کرد. علیزاده در سال 1391 در بیست و هشتمین جشنواره موسیقی فجر اولین برنامه رسمی خود را اجرا کرد و در سال 1393 آخرین کنسرت جشنواره موسیقی فجر را برگزار کرد. او به مدت سه سال پیاپی مقام اول قرائت قرآن را کسب کرد و برای ترانه «شهر باران» مقام دوم اولین فستیوال تیتراژهای تلویزیونی صدا و سیما را به دست آورد.,/content/drive/MyDrive/project/images/art_music_images/محمد_علیزاده_313_0.jpg
