image_path,name,description
/content/drive/MyDrive/project/images/athlete_images/347_امیرحسین_تاتاری_image.jpg,امیرحسین تاتاری,امیرحسین تاتاری، ورزشکار بسکتبال، در تاریخ 18 اردیبهشت 1367 در مشهد متولد شده است، قد ایشان 0 سانتیمتر (0 اینچ) است و وزن ایشان 107 کیلوگرم (236 پوند) است.
/content/drive/MyDrive/project/images/athlete_images/348_امیرحسین_توخته_image.jpg,امیرحسین توخته,امیرحسین توخته، ورزشکار والیبال، در تاریخ 9 آوریل 2001 (24 سال) ارومیه، ایران در بازی‌های آسیایی 2018 متولد شده است، قد ایشان 2، 04 m (6 ft 81 ⁄ 2 in) است و وزن ایشان 87 کیلوگرم (192 پوند) است.
/content/drive/MyDrive/project/images/athlete_images/349_امیرحسین_حسینی_crawled.jpg,امیرحسین حسینی,امیرحسین حسینی، ورزشکار کشتی، در تاریخ 18 آبان 1376 (در 27 سال) متولد شده است، قد ایشان 1، 82 m (6 ft 0 اینچ) است، افتخار مدال نقره قهرمانی کشتی آسیا دهلی‌نو 2020 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/350_امیرحسین_حسینزاده_crawled.jpg,امیرحسین حسین‌زاده,امیرحسین حسین‌زاده، ورزشکار فوتبال، در تاریخ 1 آبان 1379 (24 سال) در تهران، ایران متولد شده است، قد ایشان 1، 78 متر (5 فوت 10 اینچ) است، در تیم‌های سایپا، استقلال، رویال شارلوا و تراکتور بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/351_امیرحسین_خدامرادی_image.jpg,امیرحسین خدامرادی,امیرحسین خدامرادی، ورزشکار فوتبال، در تاریخ 13 سپتامبر 2000 (24 سال) در شهریار، ایران متولد شده است، قد ایشان 1، 74 سانتی‌متر است، در تیم‌های استقلال، هوادار، چادرملو و نیروی زمینی تهران بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/353_امیرحسین_زارع_image.jpg,امیرحسین زارع,امیرحسین زارع، ورزشکار کشتی، در تاریخ 27 دی 1379 (24 سال) در آمل متولد شده است، قد ایشان 187 سانتیمتر (6 فوت 2 اینچ) است و وزن ایشان 125 کیلوگرم (276 پوند) است، افتخارات مدال برنز بازی‌های المپیک توکیو 2020، مدال نقره بازی‌های المپیک پاریس 2024، مدال طلا قهرمانی جهان اسلو 2021، مدال طلا قهرمانی جهان بلگراد 2023، مدال برنز قهرمانی جهان بلگراد 2022، مدال طلا بازی‌های آسیایی هانگژو 2022، مدال طلا قهرمانی آسیا بیشکک 2024، مدال نقره المپیک جوانان بوئنوس آیرس 2018، مدال طلا قهرمانی زیر 23 سال جهان بوداپست 2019، مدال نقره قهرمانی جوانان جهان تالین 2019، مدال طلا جایزه بزرگ 2020 رم، مدال طلا جایزه بزرگ 2021 ورشو، مدال طلا جایزه بزرگ 2022 آلماتی، مدال طلا جایزه بزرگ 2023 زاگرب، مدال طلا جایزه بزرگ 2023 ارومیه، مدال طلا جایزه بزرگ 2024 زاگرب، مدال برنز جایزه بزرگ 2019 ولادی‌قفقاز، مدال طلا قهرمانی جوانان آسیا 2019 بیروت، مدال طلا قهرمانی نوجوانان جهان 2018 زاگرب، مدال طلا قهرمانی نوجوانان آسیا 2018 تاشکند و مدال طلا جام باشگاه‌های جهان 2019 بجنورد را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/354_امیرحسین_صابری_image.jpg,امیرحسین صابری,امیرحسین صابری، ورزشکار والیبال، در تاریخ 5 دی 1378 در پیکانسایپا متولد شده است، قد ایشان 199 سانتیمتر (6 فوت 6 اینچ) است و وزن ایشان 77 کیلوگرم است.
/content/drive/MyDrive/project/images/athlete_images/355_امیرحسین_صادقی_image.jpg,امیرحسین صادقی,امیرحسین صادقی، ورزشکار فوتبال، در تاریخ 15 آذر 1360 (43 سال) در استقلال متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/356_امیرحسین_علیپور_دربید_image.jpg,امیرحسین علی‌پور دربید,امیرحسین علی‌پور دربید، ورزشکار فوتبال، در تاریخ 2 مارس 2002 (در 23 سال) متولد شده است، افتخارات مدال طلا پارالمپیک پاریس 2024 و مدال طلا قهرمانی هان کوبه 2024 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/357_امیرحسین_فتحی_image.jpg,امیرحسین فتحی,امیرحسین فتحی، ورزشکار فوتبال، در تاریخ 1343 (61 سال) متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/358_امیرحسین_فداکار_image.jpg,امیرحسین فداکار,امیرحسین فداکار، ورزشکار کاراته، در تاریخ 25 تیر 1378 (در 25 سال) متولد شده است، افتخار مدال طلا قهرمانی کاراته آسیا کومیته (تیمی) را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/359_امیرحسین_فشنگچی_image.jpg,امیرحسین فشنگچی,امیرحسین فشنگچی، ورزشکار فوتبال، در تاریخ 17 دی 1365 در تهران، ایران متولد شده است، قد ایشان 179 سانتی‌متر است.
/content/drive/MyDrive/project/images/athlete_images/361_امیرحسین_مقصودی_crawled.jpg,امیرحسین مقصودی,امیرحسین مقصودی، متولد تهران، ایران، کشتی‌گیر آزاد با وزن 65 کیلوگرم است که زیر نظر رسول دهقان‌نژاد فعالیت می‌کند.
/content/drive/MyDrive/project/images/athlete_images/363_امیرحسین_پیروانی_image.jpg,امیرحسین پیروانی,امیرحسین پیروانی، ورزشکار فوتبال، در تاریخ 25 شهریور 1346 در شیراز، فارس، ایران متولد شده است، در تیم برق شیراز بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/364_امیرحسین_کارگر_image.jpg,امیرحسین کارگر,امیرحسین کارگر، ورزشکار فوتبال، در تاریخ 22 نوامبر 1998 (26 سال) در تهران متولد شده است، در تیم‌های استقلال و گل گهر بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/368_امیررضا_خادم_image.jpg,امیررضا خادم,امیررضا خادم، ورزشکار کشتی، در تاریخ امیررضا خادم ازغدی در 10 فوریه 1970 (متولد شده است، افتخارات مدال برنز بازی‌های المپیک بارسلون 1992، مدال برنز بازی‌های المپیک آتلانتا 1996، مدال طلا مسابقات قهرمانی کشتی جهان وارنا 1991، مدال برنز مسابقات قهرمانی کشتی جهان توکیو 1990، مدال طلا بازی‌های آسیایی هیروشیما 1994، مدال طلا مسابقات قهرمانی کشتی آسیا تهران 1992، مدال طلا مسابقات قهرمانی کشتی آسیا اولان‌باتور 1993 و مدال نقره مسابقات قهرمانی کشتی آسیا دهلی‌نو 1991 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/370_امیررضا_رفیعی_image.jpg,امیررضا رفیعی,امیررضا رفیعی، ورزشکار فوتبال، در تاریخ 22 فروردین 1381 (23 سال) در قزوین، ایران [1] متولد شده است، قد ایشان 1، 86 متر (6 فوت 1 اینچ) است، در تیم‌های نساجی و پرسپولیس بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/371_امیررضا_واعظی_آشتیانی_image.jpg,امیررضا واعظی آشتیانی,امیررضا واعظی آشتیانی، ورزشکار فوتبال، در تاریخ 1337 (66 – 67 سال) در آشتیان متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/373_امیررضا_پوررمضانعلی_crawled.jpg,امیررضا پوررمضانعلی,امیررضا پوررمضانعلی، ورزشکار فوتبال، در تاریخ 23 سپتامبر 1992 (در 32 سال) متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/374_امیرسیاوش_ذوالفقاریان_image.jpg,امیرسیاوش ذوالفقاریان,امیرسیاوش ذوالفقاریان، ورزشکار تیراندازی، در تاریخ 26 خرداد 1380 (23 سال) در مهدی‌شهر متولد شده است، افتخارات مدال نقره قهرمانی جهان چانگ وون 2018، مدال طلا جام جهانی جوانان آلمان 2019، مدال برنز قهرمانی آسیا دوحه 2019 و مدال طلا قهرمانی آسیا تهران 2016 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/375_امیرعلی_آذرپیرا_image.jpg,امیرعلی آذرپیرا,امیرعلی آذرپیرا، ورزشکار کشتی، در تاریخ 6 فروردین 1381 (23 سال) در تهران متولد شده است، قد ایشان 1، 9 متر (6 فوت 3 اینچ) است و وزن ایشان 97 کیلوگرم (214 پوند) است، افتخارات مدال برنز بازی‌های المپیک پاریس 2024، مدال طلا قهرمانی کشتی زیر 23 سال جهان بلگراد 2021، مدال طلا قهرمانی کشتی زیر 23 سال جهان پنتودرا 2022، مدال برنز قهرمانی جوانان جهان صوفیه 2022، مدال طلا قهرمانی جوانان آسیا منامه بحرین 2022 و مدال نقره جام جهانی کشتی آیووا آمریکا 2022 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/376_امیرعلی_صادقی__value.jpg,امیرعلی صادقی,امیرعلی صادقی، متولد 21 بهمن 1379 در تهران، ایران، وینگر و هافبک هجومی با قد 1، 75 متر است. او با شماره 99 برای استقلال بازی می‌کند و افتخاراتی نظیر قهرمانی لیگ برتر (01 - 1400)، سوپر جام (1401)، و نایب‌قهرمانی مسابقات امید غرب آسیا (2023) را دارد. صادقی بهترین بازیکن آسیا در مقدماتی زیر 23 سال 2021 شد.
/content/drive/MyDrive/project/images/athlete_images/379_امیرمحمد_نکونام__value.jpg,امیرمحمد نکونام,امیرمحمد نکونام، متولد 24 تیر 1377 در تهران، ایران، ورزشکار ایرانی در رشته تیراندازی تفنگ است. او تحت مربیگری محمد زائر رضایی (شخصی) و مریم طالبی (تیم ملی) فعالیت می‌کند.
/content/drive/MyDrive/project/images/athlete_images/380_امیرمحمد_گلزاده_crawled.jpg,امیرمحمد گلزاده,امیرمحمد گلزاده، ورزشکار والیبال، در تاریخ 9 مه 2003 (21 سال) کرج، ایران در 2023 Manama متولد شده است، قد ایشان 2، 05 متر (6 فوت 9 اینچ) است و وزن ایشان 92 کیلوگرم (203 پوند) است.
/content/drive/MyDrive/project/images/athlete_images/381_امیرمحمد_یزدانی_crawled.jpg,امیرمحمد یزدانی,امیرمحمد یزدانی، ورزشکار کشتی، در تاریخ 8 مهر 1379 (در 24 سال) متولد شده است، قد ایشان 1 / 81 m است و وزن ایشان 70 کیلوگرم است، افتخارات مدال نقره قهرمانی کشتی جهان اسلو 2021، مدال نقره قهرمانی کشتی جهان بلگراد 2023، مدال طلا قهرمانی کشتی آسیا بیشکک 2024 و مدال نقره قهرمانی کشتی زیر 23 سال جهان پنتبدرا 2022 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/382_امیرمسعود_برومند_image.jpg,امیرمسعود برومند,امیرمسعود برومند، ورزشکار فوتبال، در تاریخ 20 مهر 1307 در تهران، ایران متولد شده است، در تاریخ 17 اسفند 1389 درگذشته است، قد ایشان سانتیمتر است.
/content/drive/MyDrive/project/images/athlete_images/386_امین_اسماعیلنژاد_crawled.jpg,امین اسماعیل‌نژاد,امین اسماعیل‌نژاد، ورزشکار والیبال، در تاریخ 27 آذر 1375 (27 سال) ملکان، ایران در 2021 متولد شده است، قد ایشان 203 سانتیمتر (6 فوت 8 اینچ) است و وزن ایشان 92 کیلوگرم است.
/content/drive/MyDrive/project/images/athlete_images/388_امین_جهانعالیان_image.jpg,امین جهان‌عالیان,امین جهان‌عالیان، ورزشکار فوتبال، در تاریخ 26 خرداد 1370 (سن:33 سال) در اصفهان، ایران متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/389_امین_جهانکهن_image.jpg,امین جهان‌کهن,امین جهان‌کهن، ورزشکار فوتبال، در تاریخ 16 اسفند 1371 (32 سال) در اهواز، ایران متولد شده است، قد ایشان 1، 77 متر (5 فوت 91 ⁄ 2 اینچ) است، در تیم‌های فولاد، فجر سپاسی (قرضی)، ملوان (قرضی)، نفت مسجدسلیمان، ملوان، مس کرمان، خوشه طلایی، مس کرمان و آلومینیوم اراک بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/390_امین_دهقان_image.jpg,امین دهقان,امین دهقان، ورزشکار رزمی، در تاریخ 1358 در اصفهان متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/391_امین_طاهری_image.jpg,امین طاهری,امین طاهری، ورزشکار کشتی، در تاریخ 5 تیر 1374 (در 29 سال) متولد شده است، قد ایشان 1، 89 m (6 ft 2 اینچ) است، افتخارات مدال برنز قهرمانی آسیا بیشکک 2018، مدال برنز قهرمانی آسیا آلماتی 2021، مدال برنز قهرمانی زیر 23 سال جهان بخارست 2018، مدال برنز قهرمانی زیر 23 سال جهان بیدگوشچ 2017 و مدال برنز سیزم کلایپدا 2017 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/392_امین_قاسمینژاد_image.jpg,امین قاسمی‌نژاد,امین قاسمی‌نژاد، ورزشکار فوتبال، در تاریخ 1 آذر 136522 نوامبر 1986 (38 سال) در بابل، ایران متولد شده است، قد ایشان 1، 82 متر (5 فوت 111 ⁄ 2 اینچ) است، در تیم‌های گیتی‌پسند، ماشین‌سازی، شهرخودرو، استقلال، ←گل‌گهر (قرضی)، گل‌گهر، هوادار، فولاد خوزستان و شمس‌آذر بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/393_امین_متوسلزاده_image.jpg,امین متوسل‌زاده,امین متوسل‌زاده، ورزشکار فوتبال، در تاریخ 24 اردیبهشت 1361 در دراک شیراز متولد شده است، قد ایشان 1، 87 متر است.
/content/drive/MyDrive/project/images/athlete_images/394_امین_منوچهری__value.jpg,امین منوچهری,امین منوچهری، متولد 17 بهمن 1364 در کرج، ایران، مهاجم سابق فوتبال با قد 1، 94 متر است. او در حال حاضر مربی پایه‌های استقلال است و سابقه بازی در سایپا (2006 - 2012)، راه‌آهن (2013 - 2015)، و پارس جنوبی (2019 - 2020) را دارد.
/content/drive/MyDrive/project/images/athlete_images/395_امین_میرزازاده_crawled.jpg,امین میرزازاده,امین میرزازاده، ملقب به تانک بختیاری، متولد 18 دی 1376 در گتوند، خوزستان، ایران، ورزشکار کشتی فرنگی با قد 1، 85 متر و وزن 130 کیلوگرم است. او تحت مربیگری یوسف محمدی و سینا طالبوند فعالیت می‌کند. میرزازاده مدال‌هایی در المپیک 2024 پاریس (130 کیلوگرم)، قهرمانی جهان بلگراد 2022 و 2023 (130 کیلوگرم)، قهرمانی آسیا دهلی‌نو 2020، آستانه 2023 و بیشکک 2024 (130 کیلوگرم)، بازی‌های آسیایی هانگژو 2022 (130 کیلوگرم)، قهرمانی نوجوانان آسیا 2015 (100 کیلوگرم)، قهرمانی جوانان آسیا 2018 (120 کیلوگرم)، قهرمانی نوجوانان جهان 2015 (100 کیلوگرم)، قهرمانی جوانان جهان 2017 و 2018 (120 کیلوگرم) و قهرمانی زیر 23 سال جهان 2021 (130 کیلوگرم) کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/396_امین_نصری_crawled.jpg,امین نصری,امین نصری، ورزشکار رزمی، در تاریخ 26 فوریه 1987 (در 38 سال) متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/397_امین_نظری_image.jpg,امین نظری,امین نظری، ورزشکار فوتبال، در تاریخ 26 آوریل 1993 (31 سال) در مالمو، سوئد متولد شده است، قد ایشان 1، 81 متر (5 فوت 11 اینچ) * است، در تیم‌های مالمو، ←آسیریسکا، ←فردریکستاد، Falkenbergs، IFK Mariehamn، راتچابوری، کداح، سئرس نیگروس و PT Prachuap بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/398_امین_نیکفر_image.jpg,امین نیک‌فر,امین نیک‌فر، ورزشکار فوتبال، در تاریخ 2 ژانویه 1981 (در 44 سال) متولد شده است، قد ایشان 1، 98 m (6 ft 6 اینچ) است و وزن ایشان 130 کیلوگرم (290 پوند) است، افتخارات مدال طلا بازی‌های آسیایی داخل سالن 2009 هانوی، مدال طلا قهرمانی داخل سالن آسیا 2004 تهران و مدال نقره بازی‌های همبستگی کشورهای اسلامی 2005 مکه را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/400_انس_بنی_یاسین_image.jpg,انس بنی یاسین,انس بنی یاسین، ورزشکار فوتبال، در تاریخ 29 نوامبر 1988 (36 سال) در اربد، اردن متولد شده است، قد ایشان 1، 88 متر (6 فوت 2 اینچ) است، در تیم‌های Al-Arabi، Al- Arabi، Al-Hussein، Al-Ramtha [6] و Shabab Al-Ordon بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/401_انور_هادژیابدیچ_crawled.jpg,انور هادژیابدیچ,انور هادژیابدیچ، ورزشکار فوتبال، در تاریخ 6 نوامبر 1950 (74 سال) متولد شده است، در تیم‌های رویال شارلوا و Larissa بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/402_انوشا_شاهقلی_image.jpg,انوشا شاهقلی,انوشا شاهقلی، ورزشکار تنیس، در تاریخ 10 نوامبر 1981 (در 43 سال) متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/404_انگین_فیرات_image.jpg,انگین فیرات,انگین فیرات، ورزشکار فوتبال، در تاریخ 11 ژوئن 1970 (54 سال) در استانبول، ترکیه متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/406_اوسمار_ویرا_image.jpg,اوسمار ویرا,اوسمار ویرا، ورزشکار فوتبال، در تاریخ 3 ژوئیه 1975 (49 سال) در پاسو فوندو، برزیل متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/407_اوسیانو_دا_کروز_image.jpg,اوسیانو دا کروز,اوسیانو دا کروز، ورزشکار فوتبال، در تاریخ 29 ژوئیه 1962 در سائو ویسنته، کیپ ورد متولد شده است، قد ایشان 1، 75 متر (5 فوت 9 اینچ) است، در تیم‌های Almada، Odivelas، دیپورتیوو ناسیونال، اسپورتینگ، رئال سوسیداد، اسپورتینگ و تولوز بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/409_اولکسی_پولیانسکی_image.jpg,اولکسی پولیانسکی,اولکسی پولیانسکی، ورزشکار فوتبال، در تاریخ 12 آوریل 1986 (39 سال) در آودیئیفکا، اوکراین متولد شده است، قد ایشان 1، 82 متر (5 فوت 111 ⁄ 2 اینچ) است، در تیم‌های متالورگ دونتسک، ←متالورگ- 2 دونتسک (قرضی)، شاختار دونتسک، ←ماریوپول (قرضی)، ←زوریا لوهانسک (قرضی)، ←ماریوپول (قرضی)، ←ماریوپول (قرضی)، ←اوورلا اوژهورود (قرضی)، ←متالیست خارکوف (قرضی) و پرسپولیس بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/411_اویس_حسنزاده_image.jpg,اویس حسن‌زاده,اویس حسن‌زاده، ورزشکار اسکیت، در تاریخ گیلان در، متولد شده است، قد ایشان 171 سانتیمتر (5 فوت 7 اینچ) است و وزن ایشان 120 کیلوگرم (265 پوند؛ 18 سنگ 13 پوند) است.
/content/drive/MyDrive/project/images/athlete_images/413_اکبر_افتخاری__value.jpg,اکبر افتخاری,اکبر افتخاری، متولد 15 آذر 1322 در بندر شاپور، مهاجم فوتبال بود که در 18 آبان 1396 در تهران درگذشت. او با تاج تهران و تیم ملی ایران قهرمانی جام ملت‌های آسیا 1347 و جام اکو 1965 را کسب کرد و بهترین بازیکن سال 1968 شد.
/content/drive/MyDrive/project/images/athlete_images/414_اکبر_ایمانی_image.jpg,اکبر ایمانی,اکبر ایمانی، ورزشکار فوتبال، در تاریخ 1 فروردین 1371 (33 سال) در پارس‌آباد، آذربایجان، ایران متولد شده است، قد ایشان 1، 81 متر (5 فوت 11 اینچ) است، در تیم‌های سپاهان، ←ذوب‌آهن (قرضی)، ذوب‌آهن، فولاد، شهرخودرو، ذوب‌آهن، صنعت نفت، تراکتور و ←ملوان (قرضی) بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/415_اکبر_ترکان_image.jpg,اکبر ترکان,اکبر ترکان، ورزشکار کشتی، در تاریخ 1 شهریور 1331 در تهران متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/416_اکبر_خزایی_image.jpg,اکبر خزایی,اکبر خزایی، ورزشکار فوتبال، در تاریخ 20 مرداد 1359 (در 44 سال) متولد شده است، قد ایشان 178 سانتیمتر (5 فوت 10 اینچ) است و وزن ایشان 94 کیلوگرم است.
/content/drive/MyDrive/project/images/athlete_images/418_اکبر_صادقی_image.jpg,اکبر صادقی ,اکبر صادقی، ورزشکار فوتبال، در تاریخ 20 اسفند 1363 (40 سال) در همدان، ایران متولد شده است، در تیم‌های مقاومت تهران، آلومینیوم هرمزگان، کاوه تهران، صبای قم، شهر خودرو، ذوب‌آهن، صبای قم، نفت تهران، شهر خودرو و نساجی مازندران بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/419_اکبر_فلاح_crawled.jpg,اکبر فلاح,اکبر فلاح، ورزشکار کشتی، در تاریخ 13 شهریور 1345 (58 سال) در تهران متولد شده است، افتخارات مدال طلا قهرمانی جهان تورنتو 1993، مدال نقره قهرمانی جهان آتلانتا 1995، مدال برنز بازی‌های آسیایی سئول 1986، مدال نقره قهرمانی آسیا لاهور 1988 و مدال نقره قهرمانی آسیا تهران 1992 را کسب کرده است.
/content/drive/MyDrive/project/images/athlete_images/420_اکبر_میثاقیان__value.jpg,اکبر میثاقیان,اکبر میثاقیان، متولد 31 اردیبهشت 1332 در گنبد کاووس، گلستان، ایران، بازیکن و مربی فوتبال است که در پست مدافع بازی کرده و در حال حاضر سرمربی تیم فردوسی ثامن است. او سابقه بازی در تیم‌های دیهیم تهران (1348 – 1349)، بوتان (1351 – 1352)، ابومسلم (1352 – 1355 و 1361 – 1370 و 1374 – 1378)، ملوان (1355 – 1357)، استقلال (1358 – 1361)، پیام مشهد (1378 – 1381)، شموشک نوشهر (1381 – 1383)، راه‌آهن (1385 – 1388)، استقلال اهواز (1387 – 1388)، شهرداری تبریز (1388 – 1389)، آلومینیوم هرمزگان (1390 – 1392)، پدیده مشهد (1392 – 1393)، مس کرمان (1393 – 1394 و 1395)، خونه به خونه (1394 – 1395 و 1397 – 1399)، بادران (1395 – 1396)، ویستا توربین (1399 – 1400)، شاهین بوشهر (1390)، سیاه‌جامگان (1396)، کارون اروند خرمشهر (1397)، ملوان (1399)، شهر خودرو (1400)، داماش (1401 – 1402)، شهرداری نوشهر (1402 – 1403) و سپیدرود رشت (1403) را دارد. او در سال 1352 برای تیم ملی ایران بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/421_اکبر_کارگرجم_image.jpg,اکبر کارگرجم,اکبر کارگرجم، ورزشکار فوتبال، در تاریخ 5 دی 1323 در راه‌آهن استقلال متولد شده است، قد ایشان 176 سانتیمتر است.
/content/drive/MyDrive/project/images/athlete_images/422_اکرم_خدابنده__value.jpg,اکرم خدابنده,اکرم خدابنده، متولد 3 مهر 1370 در کرج، ایران، تکواندوکار با قد 1، 85 متر و وزن 73 کیلوگرم است.
/content/drive/MyDrive/project/images/athlete_images/423_ایان_رمزی_image.jpg,ایان رمزی,ایان رمزی، ورزشکار فوتبال، در تاریخ 27 فوریه 1988 (37 سال) در پرت، استرالیا متولد شده است، قد ایشان 1، 80 متر (5 فوت 11 اینچ) است، در تیم‌های سیدنی، المپیک سیدنی، آدلاید یونایتد، ملبورن سیتی [1]، تراکتورسازی، Ceres–Negros، Felda United و Sukhothai بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/424_ایان_فایت_image.jpg,ایان فایت,ایان فایت، ورزشکار فوتبال، در تاریخ 3 آوریل 1982 (43 سال) در آدلاید، استرالیا متولد شده است، قد ایشان 1، 89 متر (6 فوت 2 اینچ) است، در تیم‌های Adelaide City، Enfield City، Sydney Olympic، Hamilton Academical، سیدنی، آدلاید یونایتد، بوسان ای‌پارک، آدلاید یونایتد، مس کرمان و Campbelltown City بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/425_ایبای_گومز_image.jpg,ایبای گومز,ایبای گومز، ورزشکار فوتبال، در تاریخ 11 نوامبر 1989 (35 سال) در بیلبائو، اسپانیا متولد شده است، قد ایشان 1، 78 متر (5 فوت 10 اینچ) است، در تیم‌های سانتوتیو، سستائو ریور، اتلتیک بیلبائو بی، اتلتیک بیلبائو، آلاوس، اتلتیک بیلبائو، فولاد خوزستان و دپورتیوو لاکرونیا بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/426_ایران_الیاسون_image.jpg,ایران الیاس‌ون,ایران الیاس‌ون، ورزشکار تنیس، در تاریخ 30 بهمن 1323 خورشیدی 19 فوریه 1945 (80 سال) متولد شده است.
/content/drive/MyDrive/project/images/athlete_images/428_ایرج_داناییفرد_image.jpg,ایرج دانایی‌فرد,ایرج دانایی‌فرد، ورزشکار فوتبال، در تاریخ 20 اسفند 1329 در تهران، ایران متولد شده است، در تاریخ 21 آذر 1397 درگذشته است.
/content/drive/MyDrive/project/images/athlete_images/429_ایرج_سلیمانی_crawled.jpg,ایرج سلیمانی,ایرج سلیمانی، ورزشکار فوتبال، در تاریخ 24 آذر 1325 در مسجدسلیمان، ایران متولد شده است، در تاریخ 8 اسفند 1387 درگذشته است.
/content/drive/MyDrive/project/images/athlete_images/430_ایرج_عرب_crawled.jpg,ایرج عرب,ایرج عرب، ورزشکار فوتبال.
/content/drive/MyDrive/project/images/athlete_images/431_ایرج_ملکحسینپور_image.jpg,ایرج ملک‌حسین‌پور,ایرج ملک‌حسین‌پور، ورزشکار فوتبال، در تاریخ 13 آذر 1321 در اهواز متولد شده است، در تاریخ 27 تیر 1384 اهواز درگذشته است.
/content/drive/MyDrive/project/images/athlete_images/433_ایلوش_خوشابه_image.jpg,ایلوش خوشابه,ایلوش خوشابه، ورزشکار فوتبال، در تاریخ 1311 خورشیدی در ارومیه متولد شده است، در تاریخ 29 فروردین 1391 درگذشته است، قد ایشان 1، 90 m (6 ft 3 اینچ) است.
/content/drive/MyDrive/project/images/athlete_images/434_ایلی_استان_image.jpg,ایلی استان,ایلی استان، ورزشکار فوتبال، در تاریخ 17 اکتبر 1967 (57 سال) در پوگانل متولد شده است، قد ایشان 1، 77 متر (5 فوت 91 ⁄ 2 اینچ) است، در تیم‌های Gloria Buzău، استوا بخارست، Cercle Brugge، استوا بخارست، National Bucureşti، Hapoel Petah Tikva و Hapoel Tzafririm بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/435_ایمان_انصاری_crawled.jpg,ایمان انصاری,ایمان انصاری، متولد 30 اردیبهشت 1367 در تهران، کشتی‌گیر فرنگی ایرانی است.
/content/drive/MyDrive/project/images/athlete_images/436_ایمان_جمالی_image.jpg,ایمان جمالی,ایمان جمالی، ورزشکار هندبال، در تاریخ 11 اکتبر 1991 (33 سال) در اصفهان متولد شده است، قد ایشان 2، 02 متر (6 فوت 71 ⁄ 2 اینچ) است، در تیم سپاهان اصفهانMKB Veszprém KC بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/440_ایمان_سلیمی_image.jpg,ایمان سلیمی,ایمان سلیمی، ورزشکار فوتبال، در تاریخ 12 خرداد 1375 (28 سال) در بندرعباس، ایران متولد شده است، قد ایشان 1، 87 متر (6 فوت 11 ⁄ 2 اینچ) است، در تیم‌های آلومینیوم هرمزگان، فجر سپاسی، پارس جنوبی، تراکتور، سیرد، گل‌گهر سیرجان، مس رفسنجان و استقلال بازی کرده است.
/content/drive/MyDrive/project/images/athlete_images/442_ایمان_شوریابی_image.jpg,ایمان شوریابی,ایمان شوریابی، ورزشکار فوتبال، در تاریخ 30 شهریور 1366 در گرمسار، ایران متولد شده است، قد ایشان 1 / 93 است، در تیم‌های صنایع طلایی سمنان، گل‌گهر سیرجان، پیام مشهد، نفت و گاز گچساران، صنعت ساری، خونه به خونه بابل، شهرداری اراک، برق جدید فارس، نساجی مازندران، شهرداری ماهشهر، آلومینیوم اراک، سپیدرود رشت، فجر سپاسی، چوکا تالش، شهرداری بندرعباس، ون پارس، آریو اسلامشهر و شاهین بندرعامری بازی کرده است.
